"","hashtags","Freq"
"1","lockdown",0.0121111443679537
"2","Virus",0.0106475107253317
"3","ー19",0.00993664571485583
"4","BREAKING",0.00910555721839769
"5","China",0.0080330240446972
"6","CO",0.00622917290232465
"7","Trump",0.00494712162027337
"8","IndiaFights",0.00478599221789883
"9","C",0.00455003491968472
"10","StayHome",0.00445724832884366
"11","WATCH",0.00418836675646014
"12","India",0.00410555721839769
"13","pandemic",0.00407911802853437
"14","Iran",0.00382370547740198
"15","Wuhan",0.00378429611892647
"16","smoking",0.0037438890551731
"17","cardiovascular",0.00370348199141973
"18","CDC",0.00338471515514317
"19","WorldPressFreedomDay",0.00337623466028135
"20","Taiwan",0.00318766836276564
"21","Lockdown",0.00294173401177292
"22","SARSCoV2",0.00291230170607603
"23","Warriors",0.00260351192257807
"24","1",0.00253816222687818
"25","COVI",0.00245585154145465
"26","MayThe4th",0.00234809937144567
"27","vi",0.00228773820213509
"28","GivingTuesdayNow",0.0022747680335229
"29","Pandemic",0.00226578868602215
"30","WHO",0.00222588047490771
"31","SocialDistancing",0.002187967674349
"32","Chinas",0.00212062256809339
"33","US",0.00205577172503243
"34","COV",0.00202085204030729
"35","Pakistan",0.00191359872293724
"36","HongKong",0.00188067444876783
"37","Ramadan",0.00186221690112741
"38","UK",0.00181981442681832
"39","Nigeria",0.00181831786890153
"40","StayAtHome",0.00180883966876185
"41","CCP",0.00180285343709468
"42","NHS",0.00172852439389404
"43","c",0.00168113339319565
"44","USA",0.00166267584555522
"45","N95",0.00160381123416143
"46","LiquorShops",0.00138830689414347
"47","HandHygiene",0.00138730918886561
"48","PPE",0.00135687917789085
"49","MayDay",0.00129502145066347
"50","BillGates",0.00124663274468722
"51","vaccine",0.0012201935548239
"52","Remdesivir",0.00119774518607203
"53","AI",0.00118277960690412
"54","s",0.00117479796468123
"55","v",0.00116432205926369
"56","FakeNews",0.00115584156440188
"57","Spygate",0.00115334730120722
"58","StaySafe",0.00110795171106455
"59","IOTS",0.00110246433203632
"60","AarogyaSetu",0.00109947121620273
"61","health",0.00109348498453557
"62","LabourDay",0.00109348498453557
"63","cor",0.00109148957397985
"64","Georgia",0.00108500448967375
"65","Irans",0.00108500448967375
"66","stayhome",0.00108400678439589
"67","mentalhealth",0.00107951711064552
"68","Syria",0.00107951711064552
"69","TaiwanModel",0.00107752170008979
"70","StayHomeSaveLives",0.00105706874189364
"71","Madagascar",0.0010465928364761
"72","Italy",0.00102663873091889
"73","Foxandfriends",0.00101765938341814
"74","socialdistancing",0.00101416741494563
"75","PressFreedom",0.00100967774119525
"76","HumanFraternity",0.00100269380425022
"77","coron",0.000999201835777711
"78","Tcot",0.000997206425221989
"79","Turkey",0.000996208719944129
"80","healthcare",0.000968272972164023
"81","staysafe",0.000968272972164023
"82","BorisJohnson",0.000966776414247231
"83","VirusUpdates",0.000953307392996109
"84","Chinese",0.000941833782300708
"85","vir",0.000937842961189265
"86","antiELAB",0.000936845255911404
"87","Pakistans",0.00093235558216103
"88","NYC",0.000927367055771725
"89","LOCKDOWN2020",0.000923376234660281
"90","MayDay2020",0.000917888855632046
"91","BuzdarPlus",0.000885463434101566
"92","Yemen",0.000883468023545845
"93","NOW",0.000876484086600818
"94","Cons",0.000873490970767235
"95","Fauci",0.000862516212710765
"96","Outbreak",0.000857527686321461
"97","covid",0.000856031128404669
"98","Germany",0.000853038012571087
"99","InternationalWorkersDay",0.000850543749376434
"100","Covid",0.000847550633542851
"101","Kano",0.000844058665070338
"102","LetsStaySafe",0.000832585054374938
"103","Canada",0.000831587349097077
"104","Ccot",0.000830090791180285
"105","co",0.000817120622568093
"106","AbhijitBanerjee",0.000816122917290232
"107","LongTermCare",0.000812630948817719
"108","Chennai",0.000800658485483388
"109","California",0.000796168811733014
"110","Africa",0.000788187169510127
"111","Russia",0.000788187169510127
"112","FiveEyes",0.000782200937842961
"113","coro",0.00078070437992617
"114","Vijay",0.000777711264092587
"115","quarantine",0.000776713558814726
"116","Co",0.000776214706175796
"117","Assange",0.000768731916591839
"118","nuclear",0.000758256011174299
"119","viru",0.000755761747979647
"120","GovKemp",0.000743789284645316
"121","Spain",0.000728324852838472
"122","economy",0.000724334031727028
"123","Lagos",0.000723336326449167
"124","Odisha",0.000722837473810236
"125","Kerala",0.000720343210615584
"126","IndiaSalutesWarriors",0.000712361568392697
"127","remdesivir",0.000710865010475905
"128","HCQ",0.00070537763144767
"129","Thalapathy",0.000703382220891949
"130","LateLateShow",0.000698393694502644
"131","KAG2020",0.0006944028733912
"132","Gravitas",0.000691908610196548
"133","Maharashtra",0.000689414347001896
"134","Roadmap",0.000686920083807243
"135","Russian",0.000679936146862217
"136","MAGA",0.000678938441584356
"137","TamilNadu",0.000675446473111843
"138","Australia",0.00067195450463933
"139","Marr",0.000670457946722538
"140","WPFD2020",0.000666965978250025
"141","UAE",0.000665968272972164
"142","auspol",0.000663972862416442
"143","PTI",0.000663474009777512
"144","vaccines",0.000659483188666068
"145","TweetforTaiwans",0.000655492367554624
"146","NanbarAjith",0.000652000399082111
"147","Nellai",0.000651501546443181
"148","Vietnam",0.00065050384116532
"149","Europe",0.000649506135887459
"150","Aleppo",0.000648009577970667
"151","USNavy",0.000645515314776015
"152","EU",0.000638531377830989
"153","Brexit",0.000638032525192058
"154","2019",0.000637034819914197
"155","Comey",0.000631547440885962
"156","Sexy",0.000631048588247032
"157","Beijing",0.000623066946024144
"158","DeepState",0.000622568093385214
"159","GlobalResponse",0.000609099072134092
"160","ClimateAction",0.000605607103661578
"161","uk",0.000604110545744787
"162","MayThe4thBeWithYou",0.000599122019355482
"163","news",0.000591639229771526
"164","WeThePeople",0.000588646113937943
"165","BSF",0.000580165619076125
"166","IndianArmy",0.000577172503242542
"167","Lockdown3",0.000576673650603612
"168","SmartNews",0.00057517709268682
"169","Michigan",0.000564701187269281
"170","KAG",0.00056420233463035
"171","dogs",0.000562206924074628
"172","RT",0.000560710366157837
"173","U",0.000560710366157837
"174","inSA",0.000556220692407463
"175","chilblainsis",0.000555721839768532
"176","CovidToepainful",0.000555721839768532
"177","ICYMI",0.000554724134490671
"178","mask",0.000554724134490671
"179","Press",0.000550733313379228
"180","Quarantine",0.000549236755462436
"181","Health",0.000545245934350993
"182","Hydroxychloroquine",0.000544248229073132
"183","Massachusetts",0.000540756260600619
"184","Ontario",0.000536266586850244
"185","S",0.000534770028933453
"186","26millionunemployed",0.000533273471016662
"187","Delhi",0.000532774618377731
"188","covi",0.00053177691309987
"189","France",0.000528284944627357
"190","Democrats",0.000527786091988427
"191","WuhanVirus",0.000527786091988427
"192","WarriorsAll",0.000527287239349496
"193","NIH",0.000524294123515913
"194","Somalia",0.000521799860321261
"195","india",0.000517310186570887
"196","BritishIndians",0.000516312481293026
"197","Brazil",0.000508330839070139
"198","Texas",0.000508330839070139
"199","Serbia",0.000507831986431208
"200","Sweden",0.000506834281153347
"201","StayHomeStaySafe",0.000503342312680834
"202","SARS",0.000494861817819016
"203","Vaccine",0.000494861817819016
"204","InThisTogether",0.000492367554624364
"205","CO2",0.000491868701985434
"206","FoxNews",0.000486880175596129
"207","facemask",0.000483388207123616
"208","WorkersDay",0.000482889354484685
"209","SaudiArabia",0.000482390501845755
"210","Update",0.000482390501845755
"211","Biden",0.000481392796567894
"212","business",0.000480395091290033
"213","PRC",0.000478399680734311
"214","MorningJoe",0.000474907712261798
"215","Politico",0.000471415743789285
"216","startups",0.000471415743789285
"217","Thailand",0.000469420333233563
"218","Japan",0.000465429512122119
"219","TeacherAppreciationWeek",0.000464930659483189
"220","trump",0.000464930659483189
"221","IndianArmedForces",0.000462935248927467
"222","TestTraceIsolate",0.000462935248927467
"223","Hongkong",0.000462436396288536
"224","CCPVirus",0.000460440985732815
"225","Florida",0.000459443280454954
"226","Breaking",0.000449466227676344
"227","QAnon",0.000447969669759553
"228","PhysicalDistancing",0.000446473111842762
"229","t",0.000445475406564901
"230","wheat",0.00044447770128704
"231","IForIndia",0.000439489174897735
"232","Israel",0.000435997206425222
"233","petrolprice",0.000435498353786292
"234","Punjab",0.000434999501147361
"235","banned",0.0004340017958695
"236","technology",0.000432505237952709
"237","Uyghur",0.000432006385313778
"238","MachineLearning",0.000427516711563404
"239","masks",0.000427516711563404
"240","MentalHealthWeek",0.000427017858924474
"241","covid19",0.00042302703781303
"242","America",0.000419535069340517
"243","Taiwans",0.000419535069340517
"244","HealthWorkers",0.000419036216701586
"245","MondayMotivation",0.000419036216701586
"246","Plandemic",0.000419036216701586
"247","ClimateChange",0.000418537364062656
"248","immunity",0.000418038511423725
"249","AmericaStrong",0.000416541953506934
"250","Communist",0.000416043100868004
"251","Coron",0.000408560311284047
"252","science",0.000408560311284047
"253","Lockdowndiaries",0.000408061458645116
"254","ArifWazir",0.000406564900728325
"255","SadSickWorld",0.000406564900728325
"256","education",0.000405068342811533
"257","cancer",0.000404070637533673
"258","BTSs",0.000403072932255812
"259","webinar",0.000402574079616881
"260","Kpop",0.00040157637433902
"261","cybersecurity",0.00040107752170009
"262","Cor",0.000400079816422229
"263","podcast",0.000400079816422229
"264","SouthAfrica",0.000400079816422229
"265","Poorvikamobiles",0.000399580963783298
"266","Lockdowngam",0.000396587847949716
"267","Americans",0.000396088995310785
"268","AndhraPradesh",0.000396088995310785
"269","DonaldTrump",0.000396088995310785
"270","MoscowMitch",0.000395091290032924
"271","Cuba",0.000392597026838272
"272","Tanzanias",0.000392098174199341
"273","BreakingNews",0.000391599321560411
"274","FamiliesFir",0.000391599321560411
"275","DigitalSoldiers",0.00039060161628255
"276","EhsaasEmergencyCash",0.000387608500448967
"277","Tanzania",0.000386111942532176
"278","animals",0.000385114237254315
"279","Ireland",0.000384116531976454
"280","SriLanka",0.000383617679337524
"281","flu",0.000382121121420732
"282","so",0.000380624563503941
"283","SundayMorning",0.00037962685822608
"284","DataScience",0.00037912800558715
"285","shutdown",0.00037912800558715
"286","MentalHealth",0.000378629152948219
"287","Malaysia",0.000377631447670358
"288","HealthcareHeroes",0.000377132595031428
"289","related",0.000376633742392497
"290","Trump2020",0.000376633742392497
"291","Covi",0.000372144068642123
"292","Bangladesh",0.000371645216003193
"293","EssentialWorkers",0.000371146363364262
"294","NewYork",0.000369649805447471
"295","research",0.000368153247530679
"296","plandemic",0.000367654394891749
"297","workers",0.000367155542252819
"298","ChineseVirus",0.000365658984336027
"299","XiJinping",0.000361169310585653
"300","5G",0.000359173900029931
"301","Midwife",0.000356180784196348
"302","Flu",0.000353686521001696
"303","Ridge",0.000353686521001696
"304","QuarantineLife",0.000353187668362766
"305","GivingTuesday",0.000352688815723835
"306","Rajasthan",0.000351192257807044
"307","data",0.000349695699890252
"308","ML",0.000347700289334531
"309","ChineseCommunistParty",0.0003472014366956
"310","Greece",0.00034670258405667
"311","IoT",0.000344208320862017
"312","publichealth",0.000343709468223087
"313","UPDATE",0.000343709468223087
"314","flattenthecurve",0.000343210615584156
"315","HuntingtonBeach",0.000342711762945226
"316","FreeTibet",0.000341714057667365
"317","ReopenAmericaNow",0.000341215205028435
"318","DrAnthonyFauci",0.000340716352389504
"319","Fly",0.000340716352389504
"320","MentalHealthAwarenessMonth",0.000340217499750574
"321","VirusUpdate",0.000340217499750574
"322","Aus",0.000339219794472713
"323","PoorvikaMobiles",0.000338222089194852
"324","StarWarsDay",0.00033672553127806
"325","Democrat",0.00033622667863913
"326","Amazon",0.0003357278260002
"327","ChinaVirus",0.000335228973361269
"328","Ayurveda",0.000333732415444478
"329","environment",0.000333233562805547
"330","RubyPrincess",0.000333233562805547
"331","government",0.000331238152249825
"332","View",0.000331238152249825
"333","CarrieLam",0.000329741594333034
"334","lockd",0.000328743889055173
"335","bakersfielddoctors",0.000326748478499451
"336","AME",0.000324753067943729
"337","cdnpoli",0.000324753067943729
"338","T",0.000323256510026938
"339","Syri",0.000322757657388008
"340","Verified",0.000321261099471216
"341","FlattenTheCurve",0.000319265688915494
"342","StopTheSpread",0.000316771425720842
"343","Bollywood",0.000316272573081912
"344","Coro",0.000315773720442981
"345","Gujarat",0.00031477601516512
"346","WWG1WGA",0.00031477601516512
"347","school",0.000313778309887259
"348","TrumpOwnsEveryDeath",0.000313778309887259
"349","Biden2020",0.000311782899331537
"350","HKProtests",0.000311782899331537
"351","NancyPelosi",0.000311782899331537
"352","testing",0.000311284046692607
"353","IndianAirForce",0.000309288636136885
"354","HIV",0.000306794372942233
"355","associated",0.000306295520303302
"356","ChinaLiedPeopleDied",0.000304798962386511
"357","Indias",0.000304798962386511
"358","Trumps",0.000304798962386511
"359","Iranian",0.00030380125710865
