"","hashtags4","Freq"
"1","",0.0756350309835794
"2","Virus",0.00812152942548763
"3","China",0.00694642746505759
"4","KillerCuomo",0.00519675429569857
"5","Hydroxychloroquine",0.00486724116865015
"6","lockdown",0.00339654655013255
"7","India",0.00326813334620927
"8","Trump",0.00316533355762378
"9","WHA73",0.00279947707097443
"10","Taiwan",0.00270186919090336
"11","BREAKING",0.00265791103214795
"12","pandemic",0.00252015239289872
"13","SARSCoV2",0.00235816484724886
"14","IndiaFights",0.00225640344036626
"15","1",0.00216121845093525
"16","hydroxychloroquine",0.0021394124351747
"17","WHO",0.00211829867388273
"18","Lockdown",0.0017382509706273
"19","ー19",0.00172959778976993
"20","vaccine",0.00169844633868342
"21","viru",0.00168910090335747
"22","StayAtHome",0.00163925858161905
"23","RRRMovie",0.00159564655009794
"24","StayHome",0.00159114689605211
"25","HappyBithdayNTR",0.00156864862582296
"26","Iran",0.00154234295601657
"27","C",0.00152849786664479
"28","TrumpHat",0.00152261370366178
"29","Pandemic",0.00151153763216436
"30","CO",0.00149700028832399
"31","co",0.00147969392660926
"32","CCP",0.00143158224104231
"33","COV",0.00142535195082501
"34","Wuhan",0.00138900859122408
"35","UK",0.00135716488566898
"36","StayAlert",0.00133812788778278
"37","PA",0.00133639725161131
"38","Trump2020",0.00133258985203407
"39","MentalHealthAwarenessWeek",0.00130766869116486
"40","Gujarat",0.00128170914859277
"41","US",0.00126336440517516
"42","TrumpDeathToll92K",0.00124432740728895
"43","Pakistan",0.00120729179321944
"44","SocialDistancing",0.00120175375747072
"45","KAG2020",0.00119586959448772
"46","commencement2020",0.00117960161447587
"47","ObamaGreat",0.00117475583319575
"48","FoxNews",0.00114464276381212
"49","COVI",0.00111937547570862
"50","WeThePeople",0.00108476275227916
"51","NHS",0.00104530424756958
"52","CostCo",0.00103042077649491
"53","CDC",0.00102107534116896
"54","Chinas",0.000988539381145273
"55","s",0.000975040419007785
"56","TheLastDance",0.000966733365384715
"57","Lockdown4",0.00095946469346453
"58","Brazil",0.000945273476858452
"59","HistoryMakerPMIK",0.000940081568344034
"60","Shivpuri",0.00092692873344084
"61","Covi",0.000912045262366174
"62","ObamaGate",0.00090719948108605
"63","Noida",0.000895431155120035
"64","cor",0.000890585373839911
"65","SmartNews",0.000877432538936718
"66","USA",0.000862895195096346
"67","Georgia",0.000849050105724564
"68","Ccot",0.000827590217198301
"69","PPE",0.000826205708261122
"70","HeroesAct",0.000821706054215293
"71","fakenews",0.000820321545278115
"72","mentalhealth",0.000806476455906332
"73","MAGA",0.000790208475894488
"74","uk",0.000785708821848659
"75","health",0.000781901422271418
"76","OpenSafely",0.000781555295037124
"77","WeThePeopleHaveHadEnough",0.000747288698841962
"78","vaccines",0.000740712281390365
"79","BillGates",0.000739673899687482
"80","TakeResponsibility",0.000729636209892939
"81","BankNirb",0.00071752175669263
"82","auspol",0.000717175629458335
"83","v",0.00070159990391508
"84","Texas",0.000691562214120537
"85","Taiwans",0.000690869959651948
"86","AI",0.00067356359793722
"87","Africa",0.000657295617925376
"88","EU",0.000644835037490771
"89","lockdownindia",0.000641373765147826
"90","AskTheInfoMinistry",0.000641027637913531
"91","vir",0.000640681510679237
"92","Nigeria",0.000640335383444942
"93","EndCovidScamNow",0.000639989256210648
"94","covid",0.000637566365570586
"95","WorldHealthAssembly",0.000632028329821873
"96","cdnpoli",0.0006302976936504
"97","Covid",0.000616452604278617
"98","HongKong",0.000603299769375424
"99","DeclareGujExams",0.000600876878735362
"100","Cor",0.000599492369798184
"101","giveaway",0.000598107860861005
"102","FakeNews",0.000596723351923827
"103","HealthyAtHome",0.000585647280426401
"104","Hydroxycloroquine",0.000583916644254928
"105","news",0.000582878262552045
"106","CV19",0.000582186008083455
"107","CycloneAmphan",0.000569379300414557
"108","Australia",0.000568340918711673
"109","coron",0.000561764501260076
"110","StaySafe",0.000555188083808479
"111","Brexit",0.000552072938699828
"112","Malegaon",0.000544112012311053
"113","c",0.000539612358265224
"114","Plandemic",0.00053926623103093
"115","mufc",0.000529574668470682
"116","staysafe",0.000526805650596325
"117","Florida",0.000523690505487674
"118","Irans",0.000511922179521659
"119","M",0.000509845416115892
"120","VirusUpdates",0.000509153161647303
"121","Costco",0.000503268998664295
"122","MigrantWorkers",0.000498423217384171
"123","ICYMI",0.000498077090149877
"124","CCPVirus",0.000497038708446993
"125","Warriors",0.000494961945041225
"126","ClimateChange",0.000494269690572636
"127","Ruai",0.000494269690572636
"128","WWG1WGA",0.000494269690572636
"129","ZeeWarriors",0.000494269690572636
"130","QAnon",0.000488039400355334
"131","UPDATE",0.000483885873543799
"132","Russia",0.000482847491840916
"133","Breaking",0.000480770728435148
"134","IOTS",0.000477655583326497
"135","HIV",0.000473155929280668
"136","50sWomen",0.000470733038640606
"137","ChinaVirus",0.000469694656937722
"138","California",0.000469002402469133
"139","Canada",0.000465541130126188
"140","Chinese",0.000461041476080358
"141","TuesdayThoughts",0.000457580203737413
"142","HerdImmunity",0.000453772804160172
"143","찬열",0.000453772804160172
"144","trump",0.000451696040754405
"145","CHANYEOLs",0.000450657659051521
"146","チャニョル",0.000449619277348638
"147","灿",0.000449273150114343
"148","MurderingFool",0.000446158005005692
"149","lockdow",0.000443388987131336
"150","GraduateTogether",0.000442350605428452
"151","TrumpVirus",0.000442004478194157
"152","SaturdayThoughts",0.000441312223725568
"153","vi",0.000441312223725568
"154","Germany",0.000440966096491274
"155","Yemen",0.000440966096491274
"156","socialdistancing",0.000434043551805382
"157","Coron",0.000433697424571088
"158","TipsToStrengthenImmunity",0.000432659042868204
"159","Italy",0.000430928406696731
"160","News",0.000430236152228142
"161","Bangladesh",0.000429890024993848
"162","beanieBurn",0.000428159388822375
"163","Burnthem",0.000428159388822375
"164","infections",0.000425736498182313
"165","Delhi",0.000424351989245135
"166","india",0.000422621353073662
"167","Odisha",0.000419506207965011
"168","healthcare",0.000417429444559243
"169","PH",0.000408776263701879
"170","coro",0.000408430136467585
"171","ImmigrationBill",0.000407391754764701
"172","lockdown2020",0.000406007245827523
"173","RT",0.000404622736890344
"174","WuhanVirus",0.000404622736890344
"175","GMB",0.000403238227953166
"176","information",0.000398392446673042
"177","Co",0.000397700192204453
"178","economy",0.000397700192204453
"179","stayhome",0.000394931174330097
"180","KneepadWarriors",0.000390431520284267
"181","America",0.0003883547568785
"182","carehomes",0.000388008629644205
"183","UPPSCJE2013JOINING",0.000385931866238438
"184","Trumps",0.000384893484535554
"185","MentalHealth",0.00038454735730126
"186","Spain",0.000383855102832671
"187","Cuba",0.000383162848364082
"188","Ramadan",0.000383162848364082
"189","DailyBriefing",0.000382816721129787
"190","KeyWorkers",0.00038004770325543
"191","NYC",0.000376586430912485
"192","928Days",0.000373471285803834
"193","DonaldTrump",0.000373471285803834
"194","Nepal",0.000371740649632361
"195","business",0.000371394522398066
"196","Fauci",0.000371048395163772
"197","destroying",0.000370010013460888
"198","MPTETjoining",0.000369317758992299
"199","BorisJohnson",0.000366548741117943
"200","NewNormal",0.000366202613883648
"201","Outbreak",0.000362741341540702
"202","Telangana",0.00036031845090064
"203","Democrats",0.000358241687494873
"204","quarantine",0.000358241687494873
"205","IDIOTS",0.000356164924089106
"206","TrumpHasNoPlan",0.000355472669620516
"207","WarriorsOfHumanity",0.000352357524511865
"208","GraduateT",0.000352011397277571
"209","Quarantine",0.000351665270043276
"210","Marr",0.000350280761106098
"211","Health",0.000349588506637509
"212","DontLookAway",0.000346819488763152
"213","Cuomo",0.000345781107060269
"214","MoscowMitch",0.000345434979825974
"215","education",0.00034439659812309
"216","UAE",0.000343704343654501
"217","S",0.000339896944077261
"218","Singapore",0.000339550816842967
"219","TamilNadu",0.000338512435140083
"220","related",0.000338166307905788
"221","BackTo60",0.000336435671734316
"222","MoronInChief",0.000335743417265726
